Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
X3,2017,Europe,Red,Diesel,Manual,2.1,108835,66875,6549,Low
X1,2013,Europe,Grey,Electric,Automatic,2.9,198899,52613,2100,Low
5 Series,2013,Europe,Black,Hybrid,Manual,3.7,101229,63772,6786,Low
7 Series,2012,Asia,Silver,Petrol,Automatic,4.9,133492,102408,249,Low
i3,2020,Asia,Blue,Petrol,Automatic,2.6,190962,105876,6888,Low
i3,2010,Middle East,Grey,Electric,Automatic,2.9,39452,48461,3843,Low
i3,2017,Europe,Red,Diesel,Manual,3.1,175288,47864,5925,Low
M3,2024,Africa,Silver,Hybrid,Manual,2.4,38049,53472,8366,High
X5,2010,North America,Red,Petrol,Automatic,4.4,186258,107266,2276,Low
X5,2016,Middle East,White,Petrol,Manual,1.8,5455,83550,9756,High
X5,2014,South America,Blue,Hybrid,Manual,4,60073,82921,4709,Low
X1,2013,Middle East,White,Electric,Automatic,3.4,30698,101385,4331,Low
i8,2013,Asia,Blue,Petrol,Manual,2.3,100720,84361,3248,Low
i3,2017,North America,Black,Hybrid,Automatic,3.2,79514,94486,1012,Low
X6,2020,Middle East,Blue,Electric,Manual,4.4,180602,87937,2034,Low
X6,2020,North America,White,Diesel,Manual,3.1,77422,103023,3242,Low
3 Series,2022,South America,Grey,Diesel,Automatic,1.9,91611,55296,7104,High
X3,2023,North America,Blue,Hybrid,Manual,1.6,72805,48969,7605,High
3 Series,2015,Asia,Blue,Petrol,Manual,4.2,23881,40337,912,Low
5 Series,2023,North America,Silver,Hybrid,Automatic,2.7,103870,56797,6687,Low
X1,2021,South America,Grey,Diesel,Automatic,4.8,140886,112404,8839,High
5 Series,2010,North America,White,Petrol,Manual,3.7,86118,99109,2919,Low
X3,2023,North America,Blue,Hybrid,Manual,3,46673,109752,8218,High
X6,2019,Middle East,Black,Electric,Automatic,3.5,171508,108771,8573,High
M3,2017,South America,Grey,Hybrid,Automatic,3.1,189880,83972,7242,High
i8,2022,Europe,Silver,Hybrid,Automatic,4.7,112239,31018,2471,Low
i8,2023,North America,Grey,Diesel,Manual,3.1,65290,110336,6264,Low
3 Series,2011,Asia,White,Petrol,Automatic,1.9,147239,43759,1512,Low
7 Series,2015,South America,White,Hybrid,Automatic,3.6,59276,42493,2561,Low
i3,2018,Europe,Blue,Hybrid,Automatic,3.7,140184,100716,7237,High
X3,2010,South America,Black,Hybrid,Automatic,4.2,115718,44131,2243,Low
X6,2015,Asia,Grey,Electric,Automatic,4.8,177151,35860,5043,Low
7 Series,2017,Africa,Blue,Hybrid,Manual,3.1,83562,54532,8562,High
X5,2019,Europe,Black,Diesel,Manual,2.7,184872,52638,9131,High
M5,2022,Europe,Black,Electric,Manual,3.2,67295,105362,7278,High
i8,2011,South America,Red,Petrol,Automatic,4.7,168916,47564,2600,Low
3 Series,2014,Middle East,Silver,Hybrid,Automatic,4.9,94108,44312,7802,High
5 Series,2015,Asia,White,Electric,Manual,4.9,180082,64801,7829,High
X5,2014,Asia,Blue,Hybrid,Automatic,2.3,125144,77457,6463,Low
3 Series,2012,North America,Blue,Petrol,Manual,3.2,139579,108968,2306,Low
i3,2013,North America,White,Electric,Manual,2.4,190684,73594,5614,Low
X3,2016,Africa,Silver,Hybrid,Automatic,2.8,38753,68891,4110,Low
M5,2013,South America,White,Hybrid,Automatic,1.6,20356,112121,3812,Low
X5,2018,Middle East,Black,Electric,Automatic,2.1,135909,38736,7133,High
M5,2020,Africa,Blue,Diesel,Manual,2.9,198754,109868,6298,Low
M5,2021,Africa,Black,Electric,Manual,2.8,80814,44851,5447,Low
X5,2023,Africa,Blue,Electric,Manual,2.5,16040,91555,3272,Low
X5,2022,North America,Silver,Petrol,Manual,2.3,185423,41608,4806,Low
X3,2022,North America,Grey,Diesel,Automatic,4.1,151640,33635,9937,High
i8,2019,North America,White,Petrol,Automatic,2.5,74791,84397,1178,Low
M5,2011,Africa,Blue,Diesel,Automatic,4,173315,88934,3810,Low
7 Series,2014,South America,Blue,Diesel,Automatic,2.8,143267,52741,6294,Low
X1,2017,North America,Red,Diesel,Manual,4.3,31412,77079,437,Low
i8,2023,North America,Silver,Electric,Manual,2.1,1930,103853,6722,Low
5 Series,2014,Africa,Grey,Petrol,Manual,2.1,191289,57630,8364,High
X5,2019,South America,Blue,Petrol,Manual,3.9,199441,81628,8978,High
3 Series,2021,Africa,Black,Petrol,Automatic,4.7,53489,96203,1402,Low
3 Series,2017,North America,Blue,Electric,Manual,2,164118,103020,1313,Low
3 Series,2017,North America,Red,Electric,Automatic,1.8,52587,116829,4930,Low
X6,2018,Africa,Black,Hybrid,Automatic,4.8,14916,110835,6913,Low
M5,2019,Europe,Silver,Hybrid,Manual,1.9,170064,115799,8799,High
i8,2015,Africa,Red,Electric,Automatic,2.4,192012,96258,2836,Low
i8,2021,Europe,Blue,Hybrid,Automatic,4.8,65091,35886,6873,Low
X5,2013,South America,Silver,Electric,Manual,4.3,167609,105480,6457,Low
M3,2021,Middle East,Black,Diesel,Manual,2.7,67050,58012,8921,High
7 Series,2020,South America,Grey,Electric,Automatic,4.8,25309,96670,667,Low
i3,2012,Middle East,Grey,Petrol,Automatic,3.5,10157,30223,4370,Low
7 Series,2024,Middle East,Grey,Diesel,Manual,1.8,75662,37888,1528,Low
M3,2021,South America,Grey,Electric,Automatic,4,8517,107475,1768,Low
i8,2023,South America,Black,Electric,Manual,3.4,38105,104168,9361,High
i3,2014,South America,Red,Diesel,Manual,3.5,76535,52753,7727,High
i8,2015,Middle East,White,Diesel,Manual,5,58200,91420,253,Low
i3,2012,Asia,White,Hybrid,Automatic,2,97556,77614,8594,High
M3,2011,Europe,Red,Diesel,Automatic,3.8,113436,69516,6440,Low
X1,2016,Europe,Blue,Electric,Manual,3.1,169417,82015,772,Low
X1,2020,Asia,Black,Hybrid,Manual,2.5,143799,108772,4492,Low
X6,2014,Asia,Blue,Diesel,Manual,3.9,175187,91118,8466,High
X3,2018,Africa,Black,Hybrid,Manual,3.8,83027,99486,8444,High
M3,2024,Middle East,Silver,Diesel,Manual,4.5,92504,53889,5920,Low
X1,2012,South America,Blue,Diesel,Manual,4.6,7558,60742,2925,Low
3 Series,2023,Asia,Grey,Petrol,Automatic,3.5,117380,31861,3469,Low
X6,2024,Middle East,Red,Diesel,Automatic,2.6,90374,53716,8837,High
M5,2017,South America,White,Diesel,Automatic,3.4,18990,110859,3727,Low
X5,2015,Africa,Black,Hybrid,Automatic,2.8,165531,55315,6751,Low
M3,2013,North America,White,Petrol,Manual,2.5,23834,31415,8404,High
i3,2021,Asia,White,Diesel,Automatic,3.4,175569,83657,454,Low
X1,2021,Middle East,Red,Hybrid,Manual,3.8,199763,73938,2668,Low
3 Series,2024,Middle East,Black,Diesel,Automatic,3.6,149889,92013,7256,High
X5,2018,South America,Red,Hybrid,Manual,4.8,60053,30627,2959,Low
i8,2014,North America,Grey,Diesel,Manual,2.5,184849,38703,5963,Low
7 Series,2024,Europe,Blue,Diesel,Manual,2.8,156999,74539,383,Low
i8,2019,Africa,White,Hybrid,Manual,3.8,72478,99175,3205,Low
M3,2015,Europe,Silver,Electric,Automatic,3.6,52606,79913,3010,Low
5 Series,2023,Middle East,Silver,Hybrid,Manual,1.5,103060,73205,3413,Low
5 Series,2024,Middle East,Black,Petrol,Manual,2.6,28090,54081,2523,Low
i8,2024,Asia,Blue,Electric,Automatic,2.4,61931,94263,7953,High
7 Series,2022,Middle East,Blue,Petrol,Manual,4.4,185175,59168,5200,Low
i3,2018,Africa,Grey,Hybrid,Automatic,4.5,7523,72299,5990,Low
X1,2016,Europe,Grey,Hybrid,Automatic,2.5,179059,86668,7076,High
X5,2021,Asia,Black,Diesel,Automatic,1.9,169507,74770,3563,Low
X6,2014,Middle East,Grey,Diesel,Manual,2.2,112041,104128,8508,High
X1,2011,North America,Red,Diesel,Automatic,2.1,139193,36725,6954,Low
3 Series,2013,Africa,White,Diesel,Automatic,2.3,20591,82910,6891,Low
M5,2011,Africa,Silver,Hybrid,Automatic,2.3,94605,75639,1407,Low
X1,2012,Middle East,Blue,Electric,Automatic,3.2,176,107539,7879,High
X1,2019,Asia,Black,Hybrid,Manual,2.6,85108,80964,6972,Low
X5,2021,Africa,Silver,Petrol,Manual,3.5,2968,33869,9863,High
3 Series,2012,Asia,Black,Petrol,Automatic,2.7,133319,104869,3892,Low
M5,2013,North America,White,Hybrid,Automatic,4.4,19015,30972,8687,High
X1,2015,Africa,White,Diesel,Manual,4.8,71341,57048,2795,Low
X3,2021,Asia,Blue,Diesel,Manual,2.9,76073,91084,4427,Low
i8,2012,Middle East,Silver,Electric,Manual,1.7,29052,97040,521,Low
M5,2019,Europe,Blue,Petrol,Automatic,2.3,11345,39640,7547,High
3 Series,2023,North America,White,Electric,Manual,1.9,134079,96357,1952,Low
M5,2010,North America,White,Hybrid,Automatic,2.7,164384,102055,9307,High
i8,2010,Africa,Red,Electric,Automatic,3.8,43398,47710,1391,Low
X5,2018,South America,Silver,Electric,Manual,3.3,92462,88258,1979,Low
M3,2018,Africa,Silver,Petrol,Manual,2.4,162921,32920,2303,Low
3 Series,2014,Middle East,White,Petrol,Manual,4.2,178093,36600,6039,Low
i8,2018,South America,Red,Petrol,Automatic,2,150082,114271,8551,High
i3,2020,Middle East,Red,Hybrid,Automatic,2.3,30114,87662,5108,Low
M5,2016,Africa,Blue,Electric,Automatic,3.9,95336,100543,7540,High
7 Series,2018,South America,White,Diesel,Automatic,2.2,117214,54107,2094,Low
X3,2021,Europe,Grey,Electric,Manual,3.9,145214,81162,7295,High
X3,2016,Middle East,Silver,Petrol,Automatic,4.9,105447,74463,9543,High
i8,2018,Asia,Blue,Hybrid,Automatic,4.4,140198,58206,7497,High
5 Series,2024,Middle East,White,Petrol,Automatic,2.1,123765,44246,4426,Low
M3,2011,North America,Black,Hybrid,Automatic,3.3,193165,76162,2068,Low
M5,2020,North America,Blue,Petrol,Automatic,3,98275,109442,937,Low
M3,2020,Europe,Blue,Electric,Manual,5,90899,75983,4970,Low
X5,2017,Middle East,Red,Petrol,Automatic,4.9,66449,85474,6249,Low
X1,2016,Asia,Black,Diesel,Automatic,1.9,114286,78386,9518,High
X1,2015,Africa,Blue,Diesel,Automatic,4.7,125733,115514,7456,High
X1,2014,Asia,Grey,Electric,Manual,2.2,97785,50847,2365,Low
X3,2013,Asia,Silver,Hybrid,Manual,2.6,140438,41743,3710,Low
i3,2016,Asia,Grey,Hybrid,Manual,2.7,165564,119731,7828,High
X5,2012,Middle East,Blue,Petrol,Automatic,2.5,61518,47385,5743,Low
i8,2017,Africa,White,Electric,Manual,4.5,62835,47588,2495,Low
5 Series,2011,Europe,Red,Electric,Automatic,2.7,162524,46459,9828,High
3 Series,2010,Africa,Black,Electric,Manual,4.4,33253,38318,7180,High
7 Series,2020,North America,Black,Electric,Automatic,5,135050,49676,1242,Low
i3,2011,North America,White,Hybrid,Automatic,4.4,25295,59699,9241,High
X3,2018,Middle East,Silver,Diesel,Manual,2.7,63355,42271,2282,Low
X3,2014,South America,Silver,Electric,Manual,4,138795,45471,2274,Low
X3,2020,Europe,Silver,Petrol,Manual,3.4,140517,86514,6086,Low
X5,2017,Europe,Silver,Diesel,Manual,4.3,118566,96454,6824,Low
i8,2012,North America,Grey,Electric,Automatic,2,123435,91385,4407,Low
X6,2016,Europe,Silver,Electric,Manual,3.7,57714,94951,9749,High
X3,2024,Europe,Blue,Diesel,Automatic,4.2,26078,44224,3863,Low
X5,2011,Middle East,Blue,Hybrid,Automatic,4.2,3652,92692,845,Low
X1,2017,Europe,Silver,Hybrid,Manual,4.9,22900,78011,6035,Low
3 Series,2023,Asia,Blue,Hybrid,Manual,1.7,58883,38684,3888,Low
3 Series,2016,Asia,White,Diesel,Automatic,2.7,186873,56534,9896,High
M5,2021,North America,Blue,Hybrid,Manual,3.2,16857,82689,9550,High
i8,2014,Middle East,Red,Diesel,Manual,2.6,17261,55426,3785,Low
X1,2021,Asia,White,Petrol,Automatic,2.6,5243,106624,1689,Low
M3,2020,Europe,Black,Hybrid,Manual,2.1,59337,119513,6455,Low
3 Series,2013,Middle East,Grey,Diesel,Automatic,4.3,149210,50912,3244,Low
X3,2010,Middle East,Grey,Diesel,Automatic,4.7,149766,63129,344,Low
3 Series,2014,South America,Blue,Petrol,Automatic,1.8,64196,43316,1246,Low
7 Series,2021,Europe,White,Electric,Automatic,2,136546,47678,9330,High
i8,2018,Middle East,White,Electric,Automatic,2.3,25139,96494,5736,Low
X6,2019,South America,Grey,Petrol,Automatic,3.3,17569,44743,7724,High
3 Series,2013,North America,Silver,Electric,Automatic,4.3,142619,96090,5323,Low
X5,2022,Africa,Blue,Petrol,Automatic,1.8,3554,30467,7311,High
i3,2018,Middle East,Grey,Diesel,Manual,3.7,165380,42244,2923,Low
X6,2021,Europe,White,Hybrid,Automatic,2,11406,110474,9622,High
M3,2011,South America,Red,Hybrid,Automatic,4.9,106459,43769,5029,Low
X6,2013,North America,Silver,Electric,Automatic,4.6,121391,102289,7083,High
M3,2018,Middle East,White,Hybrid,Automatic,4.8,34643,48111,8922,High
i8,2013,South America,White,Electric,Manual,1.9,27675,87610,1129,Low
M3,2014,North America,Blue,Electric,Automatic,3.2,93556,61860,7652,High
M3,2020,Asia,Red,Electric,Manual,2.1,49876,52931,7094,High
X6,2017,Europe,White,Electric,Automatic,3.6,190839,45667,5533,Low
i3,2010,Europe,Black,Diesel,Manual,2.3,151871,91432,9697,High
X3,2010,Europe,White,Hybrid,Automatic,4.2,61891,36176,8161,High
X5,2018,Asia,Black,Diesel,Automatic,3.8,69658,33589,5345,Low
i3,2018,Africa,Grey,Diesel,Automatic,3.5,25516,41265,5594,Low
3 Series,2013,South America,White,Petrol,Manual,4.4,31753,85918,8190,High
M5,2022,Africa,Red,Hybrid,Automatic,3.3,162061,51103,5840,Low
X3,2011,Africa,Black,Petrol,Manual,2.4,49838,103567,1128,Low
X6,2022,Asia,Silver,Petrol,Automatic,3.7,178764,53155,8830,High
X5,2018,Middle East,Red,Electric,Automatic,4.8,199348,42306,2223,Low
X3,2023,Europe,Black,Electric,Automatic,3.6,62273,118152,6368,Low
X1,2013,South America,Black,Electric,Manual,3.7,121130,34816,6065,Low
X1,2015,South America,Black,Hybrid,Automatic,4.8,25512,107516,2871,Low
i3,2021,Africa,Red,Electric,Automatic,3.3,144168,47906,2591,Low
X1,2010,Middle East,Silver,Diesel,Manual,5,50478,46013,7843,High
X1,2021,North America,White,Diesel,Automatic,2.1,167980,99624,2183,Low
5 Series,2018,Middle East,Silver,Hybrid,Automatic,3.4,37873,108215,5041,Low
3 Series,2014,Africa,Silver,Diesel,Automatic,2.2,197724,69274,6329,Low
X1,2024,Europe,Silver,Electric,Manual,3.1,92224,39044,3722,Low
i3,2012,Middle East,Black,Electric,Manual,2.1,28843,85694,9739,High
i8,2013,Africa,Red,Diesel,Manual,2.3,31800,70782,104,Low
M3,2010,Europe,Black,Hybrid,Automatic,2.2,69117,83008,5566,Low
M3,2023,Europe,White,Petrol,Automatic,2.6,8155,41865,5163,Low
i8,2018,North America,Grey,Diesel,Automatic,2,156404,55997,8219,High
i3,2023,South America,Silver,Diesel,Manual,4.3,39122,119769,5507,Low
X1,2017,Asia,Grey,Diesel,Automatic,2.3,76576,108807,6323,Low
X1,2013,South America,Silver,Hybrid,Manual,3,122430,36420,7405,High
X3,2011,Asia,Black,Hybrid,Manual,1.6,107971,57409,1617,Low
M5,2023,North America,Grey,Petrol,Manual,1.9,39162,69750,8282,High
X5,2018,North America,Black,Electric,Manual,4.6,13810,96769,389,Low
X6,2013,Asia,White,Diesel,Manual,4.4,185524,37040,2266,Low
M5,2018,North America,White,Hybrid,Manual,4.4,197529,56822,9507,High
X1,2019,Africa,Grey,Electric,Automatic,2.9,162135,99395,1699,Low
X6,2012,North America,Red,Petrol,Automatic,2,8518,54123,4025,Low
X6,2016,Asia,Blue,Electric,Manual,1.9,64180,91599,2648,Low
M3,2016,Asia,Red,Petrol,Manual,3.6,33487,78254,4844,Low
i8,2019,Africa,Red,Electric,Manual,4.4,177165,102107,4285,Low
3 Series,2022,Asia,Black,Electric,Automatic,4.7,18354,88005,6478,Low
i3,2013,Europe,Silver,Petrol,Automatic,2.5,23932,64857,7672,High
X5,2011,South America,White,Diesel,Automatic,2.6,111819,90358,5593,Low
5 Series,2020,Asia,Blue,Diesel,Automatic,1.9,33674,98550,4975,Low
X1,2018,South America,Red,Electric,Manual,4.2,193856,63202,8885,High
M3,2013,South America,Blue,Hybrid,Automatic,2.5,170673,104772,3088,Low
X5,2017,Middle East,Silver,Petrol,Automatic,3.2,6688,31195,2826,Low
i8,2023,Europe,Red,Hybrid,Automatic,4.8,175428,81784,4844,Low
i8,2011,Africa,Grey,Diesel,Manual,4.1,833,101477,1225,Low
7 Series,2017,Middle East,Red,Electric,Automatic,1.7,36601,112809,5391,Low
X1,2020,Africa,White,Petrol,Manual,1.5,64919,67134,6534,Low
M5,2019,Asia,Grey,Electric,Manual,4.3,47847,59360,8465,High
X5,2014,Asia,Blue,Diesel,Manual,3.4,197772,109897,2381,Low
i8,2016,South America,Black,Electric,Automatic,4,95200,73335,4644,Low
M3,2016,South America,Silver,Petrol,Automatic,2,168710,73720,720,Low
i3,2021,Middle East,Red,Diesel,Manual,4.6,40994,44545,6283,Low
M5,2018,Middle East,Blue,Hybrid,Manual,4.2,18706,78130,8184,High
3 Series,2012,Middle East,Red,Hybrid,Manual,4.6,72601,57768,6608,Low
i3,2019,Europe,Grey,Diesel,Manual,2.7,125893,109998,8357,High
X1,2013,Middle East,Black,Petrol,Manual,2.5,63028,31290,6579,Low
X1,2019,Asia,Grey,Diesel,Manual,2,14517,90107,2032,Low
X3,2013,South America,Silver,Electric,Automatic,4.8,100057,93019,2489,Low
X1,2024,Africa,Black,Diesel,Manual,2.1,90302,60448,8463,High
M5,2022,Middle East,Black,Hybrid,Automatic,1.9,14042,93109,6277,Low
i3,2019,North America,Silver,Petrol,Automatic,2.2,42249,105334,9752,High
5 Series,2014,Europe,Grey,Petrol,Automatic,4.2,173859,110067,2749,Low
3 Series,2023,Africa,Grey,Diesel,Automatic,4.6,68573,114077,3537,Low
3 Series,2015,Middle East,White,Hybrid,Automatic,4.3,137697,118827,4615,Low
X3,2024,Africa,Black,Hybrid,Manual,3.5,157683,30369,9535,High
3 Series,2012,Africa,Red,Hybrid,Automatic,5,11168,54244,2907,Low
X5,2022,Asia,Red,Electric,Manual,1.7,82376,102765,2950,Low
X1,2013,South America,White,Electric,Automatic,4.5,129466,95143,3752,Low
5 Series,2012,South America,White,Diesel,Automatic,3,195904,115174,5162,Low
X1,2011,Middle East,Blue,Hybrid,Automatic,3.1,49790,83476,1333,Low
X3,2019,Africa,Silver,Electric,Manual,1.9,149152,117661,8227,High
M3,2021,Asia,Black,Diesel,Manual,1.6,196678,102836,4971,Low
X5,2018,South America,Black,Hybrid,Automatic,2.6,174024,54439,2781,Low
3 Series,2010,South America,Black,Hybrid,Manual,2.1,45244,104861,1226,Low
3 Series,2011,Middle East,Grey,Diesel,Manual,3.2,114676,111900,5653,Low
X5,2017,North America,Blue,Hybrid,Automatic,2,19343,50750,3574,Low
X1,2024,Europe,Red,Diesel,Automatic,2,137425,32158,2913,Low
i8,2016,South America,Grey,Petrol,Manual,4.6,69823,117352,8697,High
7 Series,2021,North America,White,Hybrid,Automatic,4.7,82107,84850,1795,Low
i8,2010,Europe,Grey,Electric,Automatic,4.9,23666,46733,7893,High
i8,2014,Asia,Black,Hybrid,Manual,3.9,151053,93823,8824,High
5 Series,2019,South America,Silver,Electric,Automatic,4.2,67548,48701,2423,Low
i3,2015,Europe,Red,Diesel,Automatic,4.4,102308,98116,5742,Low
M3,2014,Middle East,White,Electric,Automatic,3.8,167122,79601,5384,Low
M5,2013,North America,Silver,Petrol,Manual,2.7,2949,35680,5703,Low
3 Series,2023,Africa,Red,Petrol,Manual,2,52804,67755,6455,Low
X1,2022,Europe,Silver,Petrol,Automatic,2.3,76042,65985,4079,Low
M3,2010,North America,White,Diesel,Automatic,4.4,176326,116579,9101,High
X1,2016,Europe,Silver,Electric,Automatic,3.9,175241,119682,713,Low
X6,2018,Africa,Blue,Diesel,Automatic,3.1,69479,40512,8788,High
7 Series,2015,Asia,Blue,Petrol,Automatic,1.6,82554,102013,445,Low
X1,2012,Asia,Red,Diesel,Automatic,2.4,157898,60746,360,Low
M5,2024,Europe,Red,Electric,Manual,4.1,138972,117714,4921,Low
X1,2019,North America,Red,Petrol,Automatic,3.3,111645,81089,5678,Low
i8,2023,Europe,Red,Petrol,Manual,3,17714,108113,9984,High
X5,2013,South America,White,Electric,Automatic,2.6,186764,35483,2367,Low
M5,2019,Europe,Grey,Electric,Manual,3.6,110681,53107,7533,High
X3,2014,South America,Red,Diesel,Manual,4.9,26002,77678,1552,Low
M3,2024,Middle East,White,Electric,Automatic,4.7,41540,75809,4825,Low
5 Series,2021,North America,Blue,Petrol,Manual,1.6,54876,110424,3815,Low
5 Series,2021,Middle East,White,Diesel,Automatic,3.2,13589,50791,4363,Low
7 Series,2010,Africa,White,Petrol,Automatic,2.7,125100,31311,6097,Low
M3,2014,Asia,Black,Electric,Automatic,3.3,153250,35068,3063,Low
i3,2010,Middle East,Red,Electric,Manual,3.6,14136,71943,3248,Low
X3,2018,Asia,Red,Petrol,Manual,2.2,6835,83391,7607,High
X1,2016,Europe,White,Electric,Automatic,4.2,158774,32368,5722,Low
5 Series,2012,Africa,White,Petrol,Manual,3.2,180415,117385,828,Low
5 Series,2018,Asia,Blue,Diesel,Automatic,5,160720,64191,9661,High
i3,2011,South America,Red,Diesel,Manual,1.6,43609,87330,7085,High
7 Series,2021,Asia,Grey,Diesel,Automatic,2.2,132738,46426,1029,Low
X6,2016,Middle East,Black,Petrol,Manual,3.9,24611,57846,3185,Low
3 Series,2018,Africa,Silver,Hybrid,Automatic,3.9,54843,62709,3418,Low
X6,2015,South America,Grey,Diesel,Automatic,3.5,139383,38978,1494,Low
3 Series,2019,Asia,Silver,Hybrid,Manual,4.9,76256,48768,4066,Low
X6,2014,Asia,White,Diesel,Manual,3,112030,47618,6298,Low
i3,2021,Africa,Grey,Petrol,Manual,3,153862,80669,1378,Low
3 Series,2016,North America,Grey,Diesel,Automatic,4.7,118355,99296,2778,Low
X5,2023,Asia,White,Hybrid,Automatic,3.4,21741,114114,4230,Low
i3,2024,Europe,Blue,Diesel,Manual,2.7,64874,72337,2695,Low
i8,2024,Africa,White,Petrol,Automatic,4,111186,63914,9478,High
X3,2015,South America,Black,Diesel,Automatic,3.7,85031,118816,742,Low
M3,2014,Middle East,Blue,Petrol,Automatic,2.6,189764,107310,9312,High
i8,2023,South America,Black,Hybrid,Manual,2.5,7029,63532,8611,High
X1,2011,South America,Grey,Electric,Manual,2.9,86966,36119,2811,Low
X5,2017,South America,Grey,Hybrid,Automatic,1.8,172028,91379,1558,Low
i3,2024,South America,Silver,Petrol,Manual,4.8,54846,68591,8952,High
M5,2022,Africa,Black,Diesel,Manual,2.1,20523,38008,8387,High
X5,2016,Europe,Blue,Hybrid,Automatic,2.2,77296,55069,7401,High
M3,2015,South America,Red,Petrol,Manual,3.8,45251,94903,5668,Low
X3,2014,South America,Grey,Diesel,Automatic,4,31995,93149,2485,Low
M5,2014,South America,Grey,Hybrid,Manual,4.1,122368,85462,2696,Low
X3,2018,Europe,Blue,Petrol,Manual,2.8,4312,65217,4288,Low
M3,2010,Middle East,Blue,Hybrid,Manual,4.6,49367,91123,7220,High
i8,2018,Asia,Silver,Hybrid,Automatic,3.4,121371,34368,6980,Low
i3,2015,North America,White,Electric,Automatic,3,40641,116486,261,Low
